c	Mes	Año	Departamento	Municipio	Lugar de Ocurrencia	Tipo de Hecho	Tipo de Bien	Tipo de Implicado (1)	Tipo de Implicado	Víctimas Fatales	Lesionados	Fuente																	
11	5	1999	Antioquia	Alejandria	Cabecera Municipal	Masacre	Vivienda	Grupos Paramilitares	Grupos Paramilitares			Noche y Niebla # 12 Pp. 76 En Deuda con la Humanidad. Paramilitarismo de EsTadó en Colombia 1988-2003 Pp. 266 Defensoría del Pueblo. Masacres ocurridas en Colombia 1999 Pp. 43																	
13	5	1999	Tolima	Cajamarca	Vía a Armenia - Sitio La Lora	Sabotaje	Infraestructura Víal	Guerrilla	Guerrilla-FARC			Noche y Niebla #12. Pp. 77																	
14	5	1999	Casanare 	Pore	Cabecera Municipal	Acciones Bélicas-Ataque a Instituciones	Entidades Públicas	Guerrilla	Guerrilla-FARC																				
17	5	1999	Bolívar	Guamo	Zona Rural	Acciones Bélicas		Guerrilla-Grupos Paramilitares	 Grupos Paramilitares-FARC 			 Noche y Niebla # 12 Pp. 79																	
17	5	1999	Bolívar	Guamo	Zona Rural	Asesinato Selectivo-Ataque a Propiedad	Propiedad Rural	Guerrilla-Grupos Paramilitares	Grupos Paramilitares-FARC	 		Noche y Niebla # 12, Pp. 79																	
18	5	1999	Caldas	Samaná	Corregimiento Florencia	Acciones Bélicas-Ataque a Instituciones	Entidades Públicas/Vivienda/Lugares de Culto	Guerrilla	Guerrilla-FARC																				
18	5	1999	Caldas	Samaná	Corregimiento Florencia	Acciones Bélicas		Guerrilla	Guerrilla-FARC			 Noche y Niebla # 12 Pp. 80																	
19	5	1999	Cauca	Silvia	Cabecera Municipal	Acciones Bélicas-Ataque a Instituciones-Asesinato Selectivo	Entidades Públicas	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 12 Pp. 81																	
20	5	1999	Meta	Lejanías		Quema de Vehículos	Medio de Transporte - Mercancías	Grupos Paramilitares	Grupos Paramilitares			Noche y Niebla #12. Pp. 81																	
21	5	1999	Norte de Santander	Sardinata	IP La Victoria	Acciones Bélicas	Infraestructura de Comunicaciones	Guerrilla	Guerrilla-ELN			 Noche y Niebla # 12 Pp. 85																	
23	5	1999	Magdalena	Pivijay	Zona Rural	Ataque a Propiedad	Propiedad Rural - Medio de Transporte	Guerrilla	Guerrilla-FARC			Noche y Niebla #12. Pp. 86																	
26	5	1999	Valle del Cauca	Tuluá	IP Barragán	Acciones Bélicas	Vivienda	Guerrilla	Guerrilla-FARC y Jaime Bateman Cayón																				
26	5	1999	Antioquia	Salgar	IP Las Margaritas	Asesinato Selectivo-Ataque a Propiedad	Propiedad Rural	Guerrilla	Guerrilla-ELN	 		Noche y Niebla # 12 Pp. 87																	
26	5	1999	Antioquia	Salgar	Vereda Montebello	Ataque a Propiedad	Propiedad Rural	Guerrilla	Guerrilla-ELN			Noche y Niebla #12. Pp. 87																	
29	5	1999	Santander	California	Cabecera Municipal	Acciones Bélicas	Vivienda	Guerrilla	Guerrilla-ELN																				
1	6	1999	Bolívar	Cartagena	Barrios El Socorro, La Esperanza y Paseo Bolívar	Ataque a Instituciones	Entidades Públicas	Guerrilla	Guerrilla-FARC			Noche y Niebla #12. Pp. 95																	
2	6	1999	Caldas	Anserma	Sitio Las Partidas	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-EPL			Noche y Niebla #12. Pp. 95																	
2	6	1999	Magdalena	Ciénaga	Corregimiento Orihueca - Sitio Quebrada Orihueca	Sabotaje	Infraestructura Víal	Guerrilla	Guerrilla-ELN			Noche y Niebla #12. Pp. 96																	
6	6	1999	Tolima	Rioblanco	IP Puerto Saldaña	Acciones Bélicas	Entidades Públicas	Guerrilla	Guerrilla-FARC																				
8	6	1999	Cauca	Caldono	Cabecera Municipal	Acciones Bélicas	Vivienda	Guerrilla	Guerrilla-FARC																				
8	6	1999	Santander	Contratación	Cabecera Municipal	Acciones Bélicas-Ataque a Instituciones	Entidades Públicas/Organizaciones/Vivienda	Guerrilla	Guerrilla-FARC y ELN																				
8	6	1999	Santander	Contratación	Cabecera Municipal	Ataque a Instituciones	Entidades Públicas	Guerrilla	Guerrilla-FARC y ELN			Noche y Niebla #12. Pp. 101																	
9	6	1999	Boyacá	El Espino	Cabecera Municipal	Acciones Bélicas-Ataque a Instituciones	Entidades Públicas/Establecimiento Comercial	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 12 Pp. 103 - 104																	
9	6	1999	Sucre	Ovejas	Sitio La Coquera 	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ERP			Noche y Niebla #12. Pp. 103																	
9	6	1999	Arauca	Saravena	Vereda Caño Negro	Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla-ELN			Noche y Niebla #12. Pp. 103																	
9	6	1999	Sucre	San Onofre	Corregimiento Palo Alto	Sabotaje	Infraestructura Víal	Guerrilla	Guerrilla-FARC			Noche y Niebla #12. Pp. 103																	
14	6	1999	Antioquia	Barbosa	Vía Medellín - Santo Domingo	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			Noche y Niebla #12. Pp. 107																	
19	6	1999	Norte de Santander	Cúcuta	Cabecera Municipal	Masacre	Medios de Transporte	Grupos Paramilitares	Grupos Paramilitares			Noche y Niebla # 12 Pp. 114 En Deuda con la Humanidad. Paramilitarismo de EsTadó en Colombia 1988-2003 Policía Nacional. Procesado por Observatorio de Derechos Humanos y DIH Defensoría del Pueblo. Masacres ocurridas en Colombia 1999 Luz para la Vida 																	
20	6	1999	Córdoba	Montelíbano y Puerto LiberTadór	Corregimientos Tierradentro (Montelíbano) y Juan José-Caserío Puerto López (Puerto LiberTadór) 	Masacre	Medios de Transporte	Guerrilla	Guerrilla-FARC			Noche y Niebla # 12 Pp. 115																	
22	6	1999	Antioquia	Medellín		Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla No Identificada			Noche y Niebla #12. Pp. 117																	
26	6	1999	Antioquia	Turbo	Corregimiento Pueblo Bello	Masacre	Mercancia u objetos materiales	Guerrilla	Guerrilla-FARC			Noche y Niebla # 12 Pp. 120  																	
29	6	1999	Cesar	La Jagua de Ibirico		Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			Noche y Niebla #12. Pp. 123																	
1	7	1999	Arauca	Arauquita		Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla No Identificada			Noche y Niebla #13. Pp. 41																	
6	7	1999	Cesar	Valledupar	Corregimientos Patillal, Rio Seco y La Mina	Masacre	Infraestrutura de Comunicaciones	Grupos Paramilitares	Grupos Paramilitares			Noche y Niebla # 13 Pp. 46 Unidad de Justicia y Paz Masacres en Cesar Defensoría del Pueblo. Masacres ocurridas en colombia Luz para la Vida Pp. 86																	
9	7	1999	Casanare 	Hato Corozal	Cabecera Municipal	Acciones Bélicas-Ataque a Instituciones	Entidades Públicas/Vivienda	Guerrilla	Guerrilla-FARC																				
9	7	1999	Norte de Santander	Labateca	Cabecera Municipal	Acciones Bélicas	Vivienda	Guerrilla	Guerrilla-FARC																				
9	7	1999	Norte de Santander	Toledo	Cabecera Municipal	Acciones Bélicas	Vivienda	Guerrilla	Guerrilla-FARC																				
9	7	1999	Huila	Algeciras	Cabecera Municipal	Acciones Bélicas-Ataque a Instituciones	Entidades Públicas/Entidad Bancaria	Guerrilla	Guerrilla-FARC																				
9	7	1999	Antioquia	San Carlos	Cabecera Municipal	Acciones Bélicas		Guerrilla	Guerrilla-FARC			 Noche y Niebla # 13 Pp. 50																	
9	7	1999	Norte de Santander	Tibú		Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla No Identificada			Noche y Niebla #13. Pp. 51																	
10	7	1999	Antioquia	Campamento	Cabecera Municipal	Acciones Bélicas	Vivienda/Lugares de Culto	Guerrilla	Guerrilla-FARC																				
10	7	1999	Meta	Puerto Lleras	Cabecera Municipal	Acciones Bélicas	Medios de Transporte/Vivienda	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 13 Pp. 52																	
10	7	1999	Antioquia	San Carlos	Vereda Alcatraz	Asesinato Selectivo	Objetos o Mercancias	Guerrilla	Guerrilla-FARC	 		Noche y Niebla # 13 Pp. 52																	
11	7	1999	Meta	Lejanías	IP Cacayal	Asesinato Selectivo-Quema de Vehículos	Medio de Transporte	Guerrilla	Guerrilla No Identificada	 		Noche y Niebla # 13 Pp. 53																	
12	7	1999	Norte de Santander	Cucutilla	Cabecera Municipal	Acciones Bélicas-Ataque a Instituciones	Entidades Públicas/Vivienda/Lugares de Culto	Guerrilla	Guerrilla-FARC																				
13	7	1999	Meta	Lejanías	Cabecera Municipal	Masacre	Medios de Transporte	Guerrilla	Guerrilla-FARC			Noche y Niebla # 13 Pp. 55 Defensoría del Pueblo. Masacres ocurridas en Colombia 1999 Luz para la Vida																	
13	7	1999	Cundinamarca	Guaduas	Sitio La Cabaña	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC			Noche y Niebla #13. Pp. 55																	
14	7	1999	Córdoba	Tierralta	Corregimiento Saiza	Masacre	Vivienda	Grupos Paramilitares	Grupos Paramilitares			Noche y Niebla # 13 Versión Libre Ever Veloza, alias "HH". Medellín, 30 de Octubre de 2007 Defensoría del Pueblo. Masacres ocurridas en Colombia 1999 Luz para la Vida Pp. 93-94																	
14	7	1999	Antioquia	Peñol	Vía a Marinilla	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			Noche y Niebla #13. Pp. 57																	
15	7	1999	Valle del Cauca	Tuluá		Sabotaje	Infraestructura Víal	Guerrilla	Guerrilla-FARC			Noche y Niebla #13. Pp. 57																	
16	7	1999	Cauca	El Tambo	Cabecera Municipal	Acciones Bélicas	Entidades Públicas	Guerrilla	Guerrilla-FARC																				
19	7	1999	Bolívar	El Carmen de Bolívar		Ataque a Propiedad	Infraestructura Empresarial	Guerrilla	Guerrilla No Identificada			Noche y Niebla #13. Pp. 60																	
19	7	1999	Bolívar	El Carmen de Bolívar		Ataque a Propiedad	Propiedad Rural	Guerrilla	Guerrilla No Identificada			Noche y Niebla #13. Pp. 60																	
20	7	1999	Antioquia	Barbosa	Caserío Popalito	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			Noche y Niebla #13. Pp. 61																	
21	7	1999	Meta	Puerto Lleras	Zona Urbana	Sabotaje	Infraestructura de Comunicaciones	Guerrilla	Guerrilla No Identificada			Noche y Niebla #13. Pp. 62																	
23	7	1999	Valle del Cauca	Caicedonia	Cabecera Municipal	Acciones Bélicas-Ataque a Propiedad-Asesinato Selectivo	Entidad Bancaria/Vivienda	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 13 Pp. 64																	
28	7	1999	Chocó	El Carmen de Atrato	Sitio El Diez	Asesinato Selectivo-Quema de Vehículos	Medio de Transporte	Guerrilla	Guerrilla-ERG	 		Noche y Niebla # 13 Pp. 68																	
28	7	1999	Magdalena	Plato	Vía al municipio de Zambrano	Ataque a Propiedad	Establecimiento Comercial	Grupos Paramilitares	Grupos Paramilitares			Noche y Niebla #13. Pp. 68																	
30	7	1999	Antioquia	Nariño	Cabecera Municipal	Acciones Bélicas	Vivienda/Establecimiento Comercial	Guerrilla-Fuerza Pública	Ejército Nacional-Policía Nacional-FARC			 Noche y Niebla # 13 Pp. 71																	
30	7	1999	Antioquia	Medellín	Cabecera Municipal	Atentado Terrorista	Medios de Transporte y Vivienda	Guerrilla	Guerrilla-FARC			Noche y Niebla # 13 Defensoría del Pueblo. Masacres ocurridas en 1999. Luz para la Vida Pp. 46-47																	
30	7	1999	Antioquia	Nariño	Cabecera Municipal	Masacre	Vivienda- Medios de Transporte	Fuerza Pública	Fuerza Aérea Colombiana-FARC			Noche y Nieblla # 13 Pp. 71																	
30	7	1999	Antioquia	Maceo	Vía a Medellín - Sitio El Ingenio	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			Noche y Niebla #13. Pp. 70																	
1	8	1999	Valle del Cauca	Tuluá	Inspección de Policía la Monteloro	Asesinato Selectivo	Vivienda	Grupos Paramilitares	Grupos Paramilitares	 		Noche y Niebla # 13 Pp. 75																	
1	8	1999	Cauca	Rosas		Sabotaje	Infraestructura Víal	Guerrilla	Guerrilla-FARC			Noche y Niebla #13. Pp. 75																	
4	8	1999	Antioquia	La Unión 	Vía a Sonsón - Sitio Alto de Guayaquil	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC			Noche y Niebla #13. Pp. 77																	
6	8	1999	Santander	Onzaga	Cabecera Municipal	Acciones Bélicas	Vivienda	Guerrilla	Guerrilla-FARC y ELN																				
7	8	1999	Valle del Cauca	Bugalagrande	Inspección de Policía de Ceilan-Vereda Alto Campo Alegre-Sitio San Isidro	Asesinato Selectivo	Vivienda y Medio de Transporte	Grupos Paramilitares	Grupos Paramilitares	 		Noche y Niebla # 13 Pp. 79																	
11	8	1999	Antioquia	Betulia	Corregimiento Altamira	Ataque a Propiedad	Infraestructura Empresarial	Guerrilla	Guerrilla-FARC			Noche y Niebla #13. Pp. 83																	
11	8	1999	Antioquia	San Rafael	Vía a Guatapé	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC			Noche y Niebla #13. Pp. 84																	
12	8	1999	Valle del Cauca	Cali		Ataque a Propiedad	Entidad Bancaria  	Guerrilla	Guerrilla-FARC			Noche y Niebla #13. Pp. 85																	
13	8	1999	Cauca	Toribío	Cabecera Municipal	Acciones Bélicas	Entidades Públicas	Guerrilla	Guerrilla-FARC																				
13	8	1999	Cauca	Timbío		Acciones Bélicas		Guerrilla	Guerrilla-FARC			 Noche y Niebla # 13 Pp. 86																	
13	8	1999	Tolima	Casabianca	Cabecera Municipal	Acciones Bélicas-Ataque a Instituciones	Entidades Públicas/Vivienda	Guerrilla	Guerrilla-FARC y ELN			 Noche y Niebla # 13 Pp. 86																	
13	8	1999	Cauca	Timbío	Cabecera Municipal	Acciones Bélicas	Vivienda	Guerrilla	Guerrilla-FARC	 		Noche y Niebla # 13 Pp. 85-86																	
13	8	1999	Meta	Acacías	Vía a Villavicencio	Sabotaje	Medios de Transporte - Infraestructura Víal	Guerrilla	Guerrilla-FARC			Noche y Niebla #13. Pp. 85																	
14	8	1999	Santander	El Playón	Betania	Asesinato Selectivo-Sabotaje	Vivienda e Infraestructura de Comunicaciones	Grupos Paramilitares	Grupos Paramilitares	 		Noche y Niebla # 13 Pp. 86																	
14	8	1999	Norte de Santander	El Zulia		Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla-ELN			Noche y Niebla #13. Pp. 87																	
15	8	1999	Antioquia	Betulia	Corregimiento Altamira-Vereda La Cienaga	Asesinato Selectivo	Vivienda	Grupos Paramilitares	Grupos Paramilitares	 		Noche y Niebla # 13 Pp. 87																	
18	8	1999	Bolívar	Maria La Baja	Corregimiento San José de la Playa	Masacre	Medios de Transporte - Establecimiento Comercial	Grupos Paramilitares	Grupos Paramilitares			Noche y Niebla # 13 Pp. 89-90 Defensoría del Pueblo. Masacres ocurridas en Colombia 1999 Luz para la Vida Pp. 66																	
18	8	1999	Cesar	Curumaní	Corregimiento San Roque	Masacre	Vivienda	Grupos Paramilitares	Grupos Paramilitares			Noche y Niebla # 13 Pp. 90 Unidad de Justicia y Paz. Masacres en el Cesar Defensoría del Pueblo. Masacres ocurridas en colombia 1999 Luz para la Vida Pp. 87																	
19	8	1999	Antioquia	Segovia		Ataque a Propiedad	Establecimiento Comercial	Guerrilla	Guerrilla-FARC			Noche y Niebla #13. Pp. 92																	
19	8	1999	Norte de Santander	Cúcuta		Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla-ELN			Noche y Niebla #13. Pp. 92																	
21	8	1999	Norte de Santander	Tibú	Corregimientos La Gabarra-Vereda Caño Lapa y Campo Dos & Caserío Petrolea	Masacre	Vivienda	Grupos Paramilitares	Grupos Paramilitares			Noche y Niebla # 13 Versión Libre de Salvatore Mancuso el 16 de Enero de 2009 En Deuda con la Humanidad. Paramilitarismo de EsTadó en Colombia 1988-2003 Policía Nacional. Procesado por Observatorio de Derechos Humanos y DIH Defensoría del Pueblo. Masacres ocurridas en Colombia 1999 Luz para la Vida Pp. 123																	
22	8	1999	Antioquia	Copacabana	Vía a Medellín - Sector Machado	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			Noche y Niebla #13. Pp. 94																	
23	8	1999	Valle del Cauca	Buga	IP El Placer	Asesinato Selectivo	Medio de Transporte	Grupos Paramilitares	Grupos Paramilitares	 		Noche y Niebla # 13 Pp. 95																	
23	8	1999	Valle del Cauca	Dagua	IPD El Palmar	Masacre	Vivienda	Grupos Paramilitares	Grupos Paramilitares			Versión Libre Elkin Casarrubia, alias "El Cura", 24 y 25 de febrero de 2011 ww.verdadabierta.com																	
25	8	1999	Cauca	Cajibio	Cabecera Municipal	Acciones Bélicas	Vivienda	Guerrilla	Guerrilla-FARC																				
26	8	1999	Sucre	Tolu y San Onofre	Corregimiento Pita Abajo y Caserío Pasacorriendo	Masacre	Vivienda	Grupos Paramilitares	Grupos Paramilitares			Noche y Niebla # 13 Pp. 96 Defensoría del Pueblo. Masacres ocurridas en Colombia 1999 Luz para la Vida Pp. 141 Versión Libre Uber Enrique Banquez, alias "Juancho Dique". Barranquilla, 17 de Diciembre de 2007																	
27	8	1999	Caldas	Salamina	Corregimiento San Antonio de Chami-Vereda Puerto Nuevo, Sitio El Cañón	Asesinato Selectivo-Ataque a Propiedad	Propiedad Rural	Guerrilla	Guerrilla-FARC	 		Noche y Niebla # 13 Pp. 97																	
31	8	1999	Casanare 	Hato Corozal	Cabecera Municipal	Acciones Bélicas-Ataque a Instituciones	Entidades Públicas/Viviendas	Guerrilla	Guerrilla-FARC																				
31	8	1999	Valle del Cauca	Bugalagrande	IPD Chorreras	Masacre	Entidades Públicas	Grupos Paramilitares	Grupos Paramilitares			Noche y Niebla # 13 Pp. 107 En Deuda con la Humanidad. Paramilitarismo de EsTadó en Colombia 1988-2003 Defensoría del Pueblo. Masacres ocurridas en Colombia 1999 Luz para la Vida Pp. 151 Audiencia de Imputación Rover Enrique Oviedo Yanes, 12 de Diciembre de 2009. Versión Libre de Elkin casarrubia, lias "El Cura"																	
31	8	1999	Tolima	Venadillo	Sitio Los Chorros 	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			Noche y Niebla #13. Pp. 106																	
31	8	1999	Antioquia	Campamento	Zona Rural	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla No Identificada			Noche y Niebla #13. Pp. 111																	
31	8	1999	Antioquia	Campamento	Zona Rural	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-ELN			Noche y Niebla #13. Pp. 107																	
1	9	1999	Huila	Pitalito	Vía a San Agustín - Sitio Los Cauchos	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC			Noche y Niebla #13. Pp. 116																	
2	9	1999	Putumayo	Orito		Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla No Identificada			Noche y Niebla #13. Pp. 118																	
8	9	1999	Putumayo	Mocoa	Vía a El Pitalito (Huila) - Sitio Filo de la Horqueta	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC			Noche y Niebla #13. Pp. 124																	
10	9	1999	Caldas	Anserma	Vía a Medellín - Sector Partidas	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-EPL			Noche y Niebla #13. Pp. 125																	
10	9	1999	La Guajira	San Juan del Cesar	Vía a Villanueva	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-EPL			Noche y Niebla #13. Pp. 125																	
11	9	1999	Cundinamarca	La Peña	Cabecera Municipal	Acciones Bélicas-Ataque a Instituciones	Entidades Públicas	Guerrilla	Guerrilla-FARC																				
12	9	1999	Valle del Cauca	San Pedro	Corregimiento Buenos Aires	Masacre	Vivienda	Grupos Paramilitares	Grupos Paramilitares			Noche y Niebla # 13 Pp. 128 En Deuda con la Humanidad. Paramilitarismo de EsTadó en Colombia 1988-2003 Defensoría del Pueblo. Masacres ocurridas en Colombia 1999 Luz para la Vida Pp. 151																	
14	9	1999	Bolívar	El Carmen de Bolívar	Cabecera Municipal	Asesinato Selectivo	Establecimiento Comercial	Grupo Armado No Identificado	Grupo Armado No Identificado	 		Noche y Niebla # 13 Pp. 130																	
15	9	1999	Cauca	La Vega	Sitio Piedrasanta	Sabotaje	Infraestructura Víal	Guerrilla	Guerrilla-ELN			Noche y Niebla #13. Pp. 131																	
16	9	1999	Antioquia	San Luis 	Autopista Bogotá D.C. - Medellín / Sitio El Silencio	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			Noche y Niebla #13. Pp. 132																	
17	9	1999	Meta	Cubarral	Vereda Bellavista	Asesinato Selectivo	Vivienda	Guerrilla	Guerrilla-FARC	 		Noche y Niebla # 13 Pp. 133																	
19	9	1999	Antioquia	Cocorná 	Sitio La Mañosa	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			Noche y Niebla #13. Pp. 135 - 136																	
20	9	1999	Bolívar	El Carmen de Bolívar		Masacre	Vivienda	Grupos Paramilitares	Grupos Paramilitares			Noche y Niebla # 13 Pp. 136 Defensoría del Pueblo. Masacres ocurridas en Colombia 1999 Luz para la Vida Pp. 66																	
20	9	1999	Antioquia	San Carlos 		Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-ELN			Noche y Niebla #13. Pp. 137																	
22	9	1999	Valle del Cauca	Tuluá	Corregimiento San Rafael	Masacre	Medios de Transporte	Grupos Paramilitares	Grupos Paramilitares			Noche y Niebla # 13 Pp. 138 En Deuda con la Humanidad. Paramilitarismo de EsTadó en Colombia 1988-2003 Pp. 274 Defensoría del Pueblo. Masacres ocurridas en Colombia 1999 Luz para la Vida Pp. 151																	
26	9	1999	Bolívar	San Jacinto	IPD Las Palmas	Masacre	Medios de Transporte	Grupos Paramilitares	Grupos Paramilitares			Noche y Niebla # 13 Versión Libre Salvatore Mancuso. Medellín, 16 de Enero de 2007 Defensoría del Pueblo. Masacres ocurridas en Colombia Luz para la Vida Pp. 67																	
26	9	1999	Casanare	Yopal		Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla-ELN			Noche y Niebla #13. Pp. 141																	
27	9	1999	Antioquia	Salgar	Vereda La Liboriana-Fincas Montenegro	Asesinato Selectivo-Ataque a Propiedad	Propiedad Rural	Guerrilla	Guerrilla No Identificada	 		Noche y Niebla # 13 Pp. 142																	
30	9	1999	Antioquia	San Carlos 		Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla No Identificada			Noche y Niebla #13. Pp. 145																	
3	10	1999	Risaralda	Guática	Corregimiento San Clemente	Sabotaje	Infraestructura Víal-Medios de Transporte	Guerrilla	Guerrilla-EPL			Noche y Niebla #14. Pp. 61																	
7	10	1999	Magdalena	Fundación		Ataque a Propiedad	Propiedad Rural	Guerrilla	Guerrilla No Identificada			Noche y Niebla #14. Pp. 64																	
7	10	1999	Arauca	Arauquita		Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla-FARC			Noche y Niebla #14. Pp. 65																	
9	10	1999	Antioquia	Mutatá	Corregimiento Belén de Bajirá	Masacre	Vivienda	Guerrilla	Guerrilla-FARC			Noche y Niebla # 14 Defensoría del Pueblo. Masacres ocurridas en Colombia 1999 Luz para la Vida Pp. 49																	
9	10	1999	Risaralda	Quinchía	Sitio El Tabor 	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla No Identificada			Noche y Niebla #14. Pp. 67																	
10	10	1999	Antioquia	Heliconia	Corregimiento Pueblito	Masacre	Vivienda	Grupos Paramilitares	Grupos Paramilitares			Noche y Niebla # 14 Pp. 68 En Deuda con la Humanidad. Paramilitarismo de EsTadó en Colombia 1988-2003 Pp. 275 Defensoría del Pueblo. Masacres ocurridas en 1999. Luz para la Vida Pp. 49																	
13	10	1999	Casanare	Yopal		Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla-ELN			Noche y Niebla #14. Pp. 70																	
14	10	1999	Norte de Santander	Cúcuta	Barrio Alfonso López	Asesinato Selectivo	Vivienda	Grupos Paramilitares	Grupos Paramilitares	 		Noche y Niebla # 14 Pp.71																	
14	10	1999	Antioquia	Santo Domingo	Corregimiento Porce - Sitio La Negra	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			Noche y Niebla #14. Pp. 71																	
15	10	1999	Cauca	Rosas	Cabecera Municipal	Acciones Bélicas-Ataque a Instituciones	Entidades Públicas	Guerrilla	Guerrilla-FARC																				
15	10	1999	Cauca	Timbio	Cabecera Municipal	Acciones Bélicas-Ataque a Instituciones-Ataque a Propiedad	Entidades Públicas/Organizaciones/Infraestructura Empresarial	Guerrilla	Guerrilla-FARC																				
17	10	1999	Antioquia	Carepa		Masacre	Mercancia u objetos materiales	Guerrilla	Guerrilla-FARC			Noche y Niebla # 14 Pp. 74 Defensoría del Pueblo. Masacres ocurridas en Colombia 1999 Luz para la Vida Pp. 50																	
19	10	1999	Bolívar	Cantagallo		Ataque a Instituciones	Entidades Públicas	Guerrilla	Guerrilla-ELN			Noche y Niebla #14. Pp. 76																	
20	10	1999	Magdalena	Ciénaga	Corregimiento Tucurinca	Sabotaje	Infraestructura Víal	Guerrilla	Guerrilla-ELN			Noche y Niebla #14. Pp. 76																	
21	10	1999	Risaralda	Quinchía	Corregimiento de Irra - Sitio El Callao	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-EPL			Noche y Niebla #14. Pp. 77																	
22	10	1999	Bolívar	San Jacinto	Corregimiento Bajo Grande	Masacre	Vivienda	Grupos Paramilitares	Grupos Paramilitares			Noche y Niebla # 14 Pp. 78 En Deuda con la Humanidad. Paramilitarismo de EsTadó en Colombia Defensoría del Pueblo. Luz para la Vida. Pp. 67																	
24	10	1999	Antioquia	Medellín	Cabecera Municipal-Barrio El Poblado	Ataque a Propiedad	Entidad Bancaria	Guerrilla	Guerrilla-ELN			Noche y Niebla #14. Pp. 79																	
26	10	1999	Bolívar	Zambrano	Sitio Puente Antonio Escobar Camargo	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla No Identificada			Noche y Niebla #14. Pp. 81																	
26	10	1999	Magdalena	Plato	Vía a Zambrano	Sabotaje	Infraestructura Víal	Guerrilla	Guerrilla No Identificada			Noche y Niebla #14. Pp. 81																	
26	10	1999	Santander	El Playón	Vía al Municipio de San Alberto - Sitio Río Blanco 	Sabotaje	Infraestructura Víal	Guerrilla	Guerrilla-EPL			Noche y Niebla #14. Pp. 81																	
29	10	1999	Sucre	Toluviejo	Vía al Municipio de San Onofre	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla No Identificada			Noche y Niebla #14. Pp. 83																	
31	10	1999	Norte de Santander	Arboledas	Vereda Quitagua	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla No Identificada			Noche y Niebla #14. Pp. 84																	
1	11	1999	Bolívar	San Pablo	Corregimientos Monterrey y El Paraiso	Masacre	Vivienda	Grupos Paramilitares	Grupos Paramilitares			Noche y Niebla # 14 Pp. 90 En Deuda con la Humanidad. Paramilitarismo de EsTadó en Colombia																	
2	11	1999	Cesar	Curumaní		Ataque a Instituciones	Entidades Públicas	Guerrilla	Guerrilla-FARC			Noche y Niebla #14. Pp. 90																	
3	11	1999	Antioquia	Barbosa	Vereda Corriente  	Ataque a Propiedad	Establecimiento Comercial	Guerrilla	Guerrilla-ELN			Noche y Niebla #14. Pp. 92																	
