c	Mes	Año	Departamento	Municipio	Lugar de Ocurrencia	Tipo de Hecho	Tipo de Bien	Tipo de Implicado (1)	Tipo de Implicado	Víctimas Fatales	Lesionados	Fuente																	
3	11	1999	Bolívar	Altos del Rosario 		Atentado Terrorista	Entidades Públicas	Guerrilla	Guerrilla-FARC			Noche y Niebla #14. Pp. 94																	
4	11	1999	Bolívar	Maria La Baja	Corregimiento San Pablo-Vereda Primerio de Julio, Corregimiento Mampuján y Caserío Matuya	Asesinato Selectivo	Bien Comunitario	Grupos Paramilitares	Grupos Paramilitares	 		Noche y Niebla # 14 En Deuda con la Humanidad. Paramilitarismo de EsTadó en Colombia 1988-2003, Pp. 95																	
5	11	1999	Huila	Neiva	IP Santa Helena	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC			Noche y Niebla #14. Pp. 95																	
6	11	1999	Cesar	El Copey	Cabecera Municipal	Acciones Bélicas	Entidad Bancaria	Guerrilla	Guerrilla-ELN			Noche y Niebla # 14 Octubre, pág  97																	
6	11	1999	Antioquia	Bello	Barrio Calasanz Campestre 	Atentado	Medio de Transporte	Grupo Armado No Identificado	Grupo Armado No Identificado		1	Noche y Niebla #14. Pp. 97																	
7	11	1999	Caquetá	El Doncello	Cabecera Municipal	Acciones Bélicas	Vivienda	Guerrilla	Guerrilla-FARC																				
7	11	1999	Cesar	La Jagua de Ibirico		Ataque a Instituciones	Entidades Públicas	Guerrilla	Guerrilla-ELN			Noche y Niebla #14. Pp. 98																	
9	11	1999	Norte de Santander	Cúcuta		Ataque a Propiedad	Establecimiento Comercial	Guerrilla	Guerrilla-ELN			Noche y Niebla #14. Pp. 101																	
9	11	1999	Antioquia	San Carlos 		Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla No Identificada			Noche y Niebla #14. Pp. 101																	
11	11	1999	Nariño	La Cruz	Cabecera Municipal	Acciones Bélicas	Vivienda	Guerrilla	Guerrilla-ELN																				
11	11	1999	Antioquia	Carmen de Viboral 		Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla No Identificada			Noche y Niebla #14. Pp. 103																	
11	11	1999	Antioquia	Granada		Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla No Identificada			Noche y Niebla #14. Pp. 103																	
11	11	1999	Antioquia	Valdivia		Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla No Identificada			Noche y Niebla #14. Pp. 103																	
13	11	1999	Cauca	Almaguer	Cabecera Municipal	Acciones Bélicas	Vivienda/Infraestructura de Comunicaciones	Guerrilla	Guerrilla-FARC y ELN			 Noche y Niebla # 14 Pp. 106																	
13	11	1999	Antioquia	Betulia		Masacre	Infraestructura de Comunicaciones	Grupos Paramilitares	Grupos Paramilitares			Noche y Niebla # 14 Pp. 107 En Deuda con la Humanidad. Paramilitarismo de EsTadó en Colombia 1988-2003 Pp. 277 Defensoría del Pueblo. Masacres ocurridas en 1999. Luz para la Vida Pp. 51																	
16	11	1999	Antioquia	Medellín		Atentado	Vivienda Urbana	Grupo Armado No Identificado	Grupo Armado No Identificado		5	Noche y Niebla #14. Pp. 109																	
17	11	1999	Antioquia	Campamento		Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla No Identificada			Noche y Niebla #14. Pp. 111																	
17	11	1999	Antioquia	Carmen de Viboral 		Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla No Identificada			Noche y Niebla #14. Pp. 110																	
17	11	1999	Antioquia	Cocorná 		Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla No Identificada			Noche y Niebla #14. Pp. 111																	
17	11	1999	Antioquia	Granada		Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla No Identificada			Noche y Niebla #14. Pp. 111																	
17	11	1999	Antioquia	Santuario		Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla No Identificada			Noche y Niebla #14. Pp. 110																	
18	11	1999	Chocó	Quibdó	Cabecera Municipal	Asesinato Selectivo	Medio de Transporte	Grupos Paramilitares	Grupos Paramilitares	 		Noche y Niebla # 14 Pp. 112																	
19	11	1999	Norte de Santander	El Tarra	Vereda Martillo Bajo	Asesinato Selectivo	Vivienda y Bien Comunitario	Grupos Paramilitares	Grupos Paramilitares	 		Noche y Niebla # 14 Pp. 113																	
26	11	1999	Caldas	Samaná	Corregimiento Florencia	Masacre	Establecimiento Comercial	Guerrilla	Guerrilla-FARC			Noche y Niebla # 14 Pp. 121 Defensoría del Pueblo. Masacres ocurridas en Colombia 1999 Luz para la Vida Pp. 72																	
29	11	1999	Casanare 	Paz de Ariporo	Cabecera Municipal	Acciones Bélicas-Ataque a Instituciones	Entidades Públicas/Viviendas	Guerrilla	Guerrilla-FARC																				
30	11	1999	Cundinamarca	Quipile	Cabecera Municipal	Acciones Bélicas-Ataque a Instituciones	Entidades Públicas/Entidad Bancaria/Vivienda	Guerrilla	Guerrilla-FARC																				
1	12	1999	Cauca	Caloto	Cabecera Municipal	Acciones Bélicas-Ataque a Instituciones	Entidades Públicas	Guerrilla	Guerrilla-FARC																				
2	12	1999	Cauca	Bolívar	Cabecera Municipal	Acciones Bélicas-Ataque a Instituciones	Entidades Públicas/Establecimiento Comercial	Guerrilla	Guerrilla-ELN																				
2	12	1999	Antioquia	San Carlos 	Vereda Buenos Aires 	Ataque a Propiedad	Propiedad Rural	Guerrilla	Guerrilla-FARC			Noche y Niebla #14. Pp. 131																	
3	12	1999	Huila	Gigante		Acciones Bélicas-Asesinato Selectivo	Vivienda, Medios de Transporte, Establecimiento Comercial y Entidad Bancaria 	Guerrilla	Guerrilla-FARC			Noche y Niebla #14. Pp. 132																	
3	12	1999	Vaupés	Mitú		Atentado	Vivienda Urbana	Guerrilla	Guerrilla-FARC			Noche y Niebla #14. Pp. 131																	
3	12	1999	Antioquia	San Carlos 	Vereda La Holanda 	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-FARC			Noche y Niebla #14. Pp. 132																	
5	12	1999	Cesar	El Copey		Sabotaje	Infraestructura Víal	Guerrilla	Guerrilla-ELN			Noche y Niebla #14. Pp. 133																	
6	12	1999	Antioquia	Medellín	Barrio El Poblado	Atentado Terrorista	Infraestructura Eléctrica	Guerrilla	Guerrilla-ELN			Noche y Niebla #14. Pp. 134																	
6	12	1999	Antioquia	Medellín		Ataque a Instituciones	Entidades Públicas	Guerrilla	Guerrilla-ELN			Noche y Niebla #14. Pp. 134																	
6	12	1999	Antioquia	Zaragoza		Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-ELN			Noche y Niebla #14. Pp. 135																	
6	12	1999	Arauca			Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla No Identificada			Noche y Niebla #14. Pp. 135																	
7	12	1999	Antioquia	San Luis 	Autopista Bogotá D.C. - Medellín / Sitio La Mañosa	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			Noche y Niebla #14. Pp. 135																	
8	12	1999	Norte de Santander	El Carmen	Cabecera Municipal	Acciones Bélicas	Entidades Públicas	Guerrilla	Guerrilla-FARC y ELN			 Noche y Niebla # 14 Pp. 136																	
8	12	1999	Antioquia			Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla No Identificada			Noche y Niebla #14. Pp. 136																	
9	12	1999	Caquetá	Curillo	Cabecera Municipal	Acciones Bélicas-Ataque a Instituciones	Entidades Públicas/Vivienda	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 14 Pp. 137																	
9	12	1999	Arauca			Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla No Identificada			Noche y Niebla #14. Pp. 137																	
10	12	1999	Valle del Cauca	Tuluá	IP La Marina	Acciones Bélicas	Vivienda	Guerrilla	Guerrilla-ELN																				
11	12	1999	Chocó	Acandí	Cabecera Municipal	Acciones Bélicas	Vivienda	Guerrilla	Guerrilla-FARC																				
11	12	1999	Antioquia	San Luis	Cabecera Municipal	Acciones Bélicas	Entidades Públicas/Vivienda/Establecimiento Comercial/Lugares de Culto	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 14 Pp. 140																	
12	12	1999	Chocó	Juradó	Cabecera Municipal	Acciones Bélicas-Ataque a Instituciones-Asesinato Selectivo	Vivienda/Entidades Públicas/Instituciones Educativas	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 14 Pp. 141																	
13	12	1999	Boyacá	Cubará	Cabecera Municipal	Acciones Bélicas	Institución Educativa/Vivienda	Guerrilla	Guerrilla-FARC																				
13	12	1999	Valle del Cauca	San Pedro	IP Platanares y La Esmeralda & Corregimientos Angosturas y Buenos Aires	Masacre-Ataque a Propiedad	Propiedad Rural	Grupos Paramilitares	Grupos Paramilitares			Noche y Niebla # 14 Pp. 142 																	
13	12	1999	Meta	Granada	IP Puerto Caldas	Sabotaje	Infraestructura Eléctrica	Grupos Paramilitares	Grupos Paramilitares			Noche y Niebla #14. Pp. 142																	
14	12	1999	Cauca	Piendamó	Cabecera Municipal	Acciones Bélicas-Ataque a Instituciones	Entidades Públicas/Organizaciones	Guerrilla	Guerrilla-FARC																				
14	12	1999	Huila	Hobo	Cabecera Municipal	Acciones Bélicas-Asesinato Selectivo	Entidades Públicas	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 14 Pp. 144																	
14	12	1999	Vaupés	Mitú		Atentado	Medios de Transporte	Guerrilla	Guerrilla-FARC			Noche y Niebla #14. Pp. 144																	
14	12	1999	Antioquia	San Luis 	Corregimiento La Tebaída 	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			Noche y Niebla #14. Pp. 144																	
14	12	1999	Antioquia	Concepción		Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-ELN			Noche y Niebla #14. Pp. 144																	
14	12	1999	Arauca			Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla No Identificada			Noche y Niebla #14. Pp. 143																	
16	12	1999	Antioquia	Santuario	Autopista Bogotá D.C. - Medellín	Sabotaje	Infraestructura Víal	Guerrilla	Guerrilla-ELN			Noche y Niebla #14. Pp. 145																	
16	12	1999	Casanare			Sabotaje	Infraestructura Energética	Guerrilla	Guerrilla-FARC y ELN			Noche y Niebla #14. Pp. 145																	
18	12	1999	Arauca	Arauquita		Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla No Identificada			Noche y Niebla #14. Pp. 146																	
19	12	1999	Santander	Charta		Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla No Identificada			Noche y Niebla #14. Pp. 147																	
24	12	1999	Norte de Santander	Arboledas		Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla No Identificada			Noche y Niebla #14. Pp. 152																	
25	12	1999	Tolima	Santa Isabel	Cabecera Municipal	Acciones Bélicas	Entidades Públicas/Vivienda	Guerrilla	Guerrilla-ELN y ERP			 Noche y Niebla # 14 Pp. 152																	
28	12	1999	Norte de Santander	Tibú	Veredas Puerto Lajas y Filo de La Virgen 	Ataque a Propiedad	Infraestructura Comunitaria	Grupo Armado No Identificado	Grupo Armado No Identificado			Noche y Niebla #14. Pp. 154																	
31	12	1999	Arauca	Saravena		Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla No Identificada			Noche y Niebla #14. Pp. 155																	
4	1	2000	Santander	Barrancabermeja	Cabecera Municipal - Barrio El Progreso	Acciones Bélicas		Guerrilla-Fuerza Pública	Ejército Nacional-FARC y ELN			 Noche y Niebla # 15. Enero.  Pp. 4																	
7	1	2000	Antioquia	Cocorná	Sitio La Beta - Vía Medellín-Bogotá D.C.	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			Revista Noche y Niebla # 15 enero Pp. 8																	
11	1	2000	Nariño	Córdoba	Cabecera Municipal	Acciones Bélicas-Ataque a Instituciones	Entidades Públicas/Vivienda	Guerrilla	Guerrilla-FARC																				
11	1	2000	Nariño	Potosí	Cabecera Municipal	Acciones Bélicas-Ataque a Instituciones	Entidades Públicas/Institución Educativa/Vivienda	Guerrilla	Guerrilla-FARC																				
11	1	2000	Nariño	Puerres	Cabecera Municipal	Acciones Bélicas-Ataque a Instituciones	Entidades Públicas/Vivienda	Guerrilla	Guerrilla-FARC																				
12	1	2000	Antioquia	Cocorná	IP La Piñuela - Vía Medellín-Bogotá D.C.	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			Revista Noche y Niebla # 15 enero Pp. 13																	
14	1	2000	Cauca	Buenos Aires	Cabecera Municipal	Acciones Bélicas-Ataque a Instituciones	Entidades Públicas	Guerrilla	Guerrilla-FARC																				
14	1	2000	Cauca	Buenos Aires	Cabecera Municipal	Ataque a Propiedad	Entidad Bancaria	Guerrilla	Guerrilla-FARC			Revista Noche y Niebla # 15 enero Pp. 16																	
15	1	2000	Cundinamarca	Une	Cabecera Municipal	Acciones Bélicas		Guerrilla	Guerrilla-FARC																				
15	1	2000	Bolívar	El Carmen de Bolívar	Cabecera Municipal - Vía Bolivar - Sucre	Sabotaje	Infraestructura Víal-Medios de Transporte	Guerrilla	Guerrilla No Identificada			Revista Noche y Niebla # 15 enero Pp. 17																	
15	1	2000	Cundinamarca	Une	IP Puente Quetame y Pipiral	Sabotaje	Infraestructura Vial	Guerrilla	Guerrilla-FARC			Noche y Niebla # 15 Pp. 18																	
16	1	2000	Bolívar	Cantagallo	Caserío La Víctoria	Bombardeo	Vivienda Urbana	Fuerza Pública	Ejército Nacional-Armada Nacional	 		Revista Noche y Niebla # 15 enero Pp. 21																	
16	1	2000	Bolívar	Cantagallo	Caserío Yanacu	Bombardeo	Vivienda Urbana	Fuerza Pública	Ejército Nacional-Armada Nacional	 		Revista Noche y Niebla # 15 enero Pp. 21																	
16	1	2000	Bolívar	Cantagallo	Vereda Cuatro Bocas	Bombardeo	Vivienda Urbana	Fuerza Pública	Ejército Nacional-Armada Nacional	 		Revista Noche y Niebla # 15 enero Pp. 21																	
16	1	2000	Bolívar	Cantagallo	Vereda Bocas de San Lorenzo	Bombardeo	Vivienda Urbana	Fuerza Pública	Ejército Nacional-Armada Nacional	 		Revista Noche y Niebla # 15 enero Pp. 21																	
16	1	2000	Bolívar	Cantagallo	Corregimiento San Lorenzo - Vereda Cienaga de San Lorenzo	Bombardeo	Vivienda Urbana	Fuerza Pública	Ejército Nacional-Armada Nacional	 		Revista Noche y Niebla # 15 enero Pp. 21																	
16	1	2000	Bolívar	Cantagallo	Caserío Los Coroncos	Bombardeo	Vivienda Urbana - Bienes Culturales y Lugares de Culto - Infraestructura Educativa y Médica	Fuerza Pública	Ejército Nacional-Armada Nacional	 	1	Revista Noche y Niebla # 15 enero Pp. 21																	
17	1	2000	Antioquia	Medellín	Cabecera Municipal	Ataque a Propiedad	Establecimiento Comercial	Guerrilla	Guerrilla-ELN			Revista Noche y Niebla # 15 enero Pp. 23																	
17	1	2000	Valle del Cauca	San Pedro	IP Los Chancos	Ataque a Propiedad	Propiedad Rural  - Mercancia u Objetos Materiales	Guerrilla	Guerrilla-ELN			Revista Noche y Niebla # 15 enero Pp. 22																	
17	1	2000	Antioquia	Yarumal		Masacre	Infraestrucura de Comunicaciones	Grupos Paramilitares	Grupos Paramilitares			Noche y Niebla # 15 Pp. 23 En Deuda con la Humanidad. Paramilitarismo de EsTadó en Colombia 1988-2003 Pp. 286																	
17	1	2000	Antioquia	Puerto Berrío	 Vía Medellín - Puerto Berrío - Sitio La Guinea	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			Revista Noche y Niebla # 15 enero Pp. 23																	
17	1	2000	Antioquia	Carmen de Viboral	Corregimiento La Chapa - Vereda Camargo	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla No Identificada			Revista Noche y Niebla # 15 enero Pp. 22																	
17	1	2000	Antioquia	San Rafael	Cabecera Municipal	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla No Identificada			Revista Noche y Niebla # 15 enero Pp. 22																	
17	1	2000	Antioquia	San Vicente	Cabecera Municipal	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla No Identificada			Revista Noche y Niebla # 15 enero Pp. 22																	
17	1	2000	Cesar	El Copey	Cabecera Municipal	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-ELN			Revista Noche y Niebla # 15 enero Pp. 23																	
18	1	2000	Distrito Capital	Bogotá D.C.	Cabecera Municipal - Barrio Molinos I	Ataque a Instituciones	Infraestructura Educativa - Medios de Transporte	Guerrilla	Guerrilla-FARC	1		Revista Noche y Niebla # 15 enero Pp. 24																	
19	1	2000	Cesar	Pailitas	Cabecera Municipal	Ataque a Instituciones	Entidades Públicas	Guerrilla	Guerrilla-FARC	 		Revista Noche y Niebla # 15 enero Pp. 26																	
19	1	2000	Bolívar	El Carmen de Bolívar		Masacre	Medios de Transporte	Grupos Paramilitares	Grupos Paramilitares			Noche y Niebla # 15 Pp. 26 En Deuda con la Humanidad. Paramilitarismo de EsTadó en Colombia 1988-2003																	
19	1	2000	Santander	Tona	Cabecera Municipal	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-ELN			Revista Noche y Niebla # 15 enero Pp. 25																	
20	1	2000	Cesar	Chiriguaná	Cabecera Municipal	Ataque a Propiedad	Propiedad Rural	Guerrilla	Guerrilla-FARC			Revista Noche y Niebla # 15 enero Pp. 26																	
20	1	2000	Antioquia	Cocorná	Sitio La Mañosa	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			Revista Noche y Niebla # 15 enero Pp. 27																	
20	1	2000	Antioquia	Peñol	Cabecera municipal - Vía Peñol - Guatapé	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			Revista Noche y Niebla # 15 enero Pp. 27																	
20	1	2000	Antioquia	San Luis	Sitio Ventiadero	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			Revista Noche y Niebla # 15 enero Pp. 27																	
23	1	2000	Antioquia	Granada	Cabecera Municipal - Vía Granada - San Carlos	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			Revista Noche y Niebla # 15 enero Pp. 31																	
24	1	2000	Antioquia	Puerto Triunfo	Corregimiento Doradal - Sitio Puente Río Claro	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			Revista Noche y Niebla # 15 enero Pp. 32																	
24	1	2000	Arauca	Arauquita	Sitio Brasilia	Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla-ELN			Revista Noche y Niebla # 15 enero Pp. 32																	
25	1	2000	Antioquia	Belmira	IP Labores	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC			Revista Noche y Niebla # 15 enero Pp. 33																	
25	1	2000	Antioquia	San Luis	Corregimiento Monteloro	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			Revista Noche y Niebla # 15 enero Pp. 33																	
25	1	2000	Caldas	La Merced	IP La Felisa - Vía Medellín-Manizales	Sabotaje	Medios de Transporte	Guerrilla	Guerrilla No Identificada			Revista Noche y Niebla # 15 enero Pp. 33																	
25	1	2000	Norte de Santander	Toledo	IP San Bernardo de Bata - Sitio Santa Ines	Sabotaje	Infraestructura Energética	Guerrilla	Guerrilla-ELN			Revista Noche y Niebla # 15 enero Pp. 33																	
25	1	2000	Valle del Cauca	Jamundí	Cabecera Municipal	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-ELN			Revista Noche y Niebla # 15 enero Pp. 32 - 33																	
26	1	2000	Antioquia	San Luis	Sitio Vallesol	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			Revista Noche y Niebla # 15 enero Pp. 34																	
26	1	2000	Antioquia	Remedios	Sitio Cerro Ventanas	Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla-ELN			Revista Noche y Niebla # 15 enero Pp. 34																	
28	1	2000	Santander	El Playón	IP Betania	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-EPL			Revista Noche y Niebla # 15 enero Pp. 35																	
31	1	2000	Cauca	Suárez	Cabecera Municipal   	Acciones Bélicas	Vivienda	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 15. Enero.  Pp. 38																	
