Día	Mes	Año	Departamento	Municipio	Lugar de Ocurrencia	Tipo de Hecho	Tipo de Implicado (2)	Nº Víctimas	Combatiente	Población Civil	Fuente																									
9	9	1998	Antioquia	Mutatá	I.P. Bejuquillo	Combate	Ejército Nacional-FARC	1		1	Noche y Niebla # 9 Pp. 83																									
24	9	1998	Antioquia	Dabeiba	Cabecera Municipal	Incursión	Guerrilla-FARC	4	2	2	Noche y Niebla # 9  Pp. 93																									
11	10	1998	Nariño	Leiva	Cabecera Municipal	Incursión	Guerrilla-FARC	1		1	 Noche y Niebla # 10 Pp. 33																									
14	10	1998	Nariño	San Bernardo, Belen, Colón.Genova, La Cruz y San José de Albán	San Bernardo, Belen, Colón.Genova, La Cruz y San José de Albán	Incursión	Guerrilla-FARC	3	2	1	Noche y Niebla # 10  Pp. 36																									
1	11	1998	Vaupes 	Mitu	Cabecera Municipal	Incursión	Guerrilla-FARC	103	93	10	Noche y Niebla # 10  Pp. 55																									
1	11	1998	Tolima	Planadas	I.P. Bilbao	Combate	Grupos Paramilitares-FARC	5		5	Noche y Niebla # 10  Pp. 56																									
7	11	1998	Norte de Santander	El Zulia	Cabecera Municipal	Combate	Ejército Nacional-ELN	3	2	1	Noche y Niebla # 10  Pp. 62																									
7	11	1998	Cauca	López de Micay	Cabecera Municipal	Combate	Policía Nacional-FARC	6	4	2	Noche y Niebla # 10  Pp. 62 - 63																									
18	11	1998	Cauca	Almaguer	Cabecera Municipal	Incursión	Guerrilla-ELN	1		1	Noche y Niebla # 10  Pp. 71																									
1	12	1998	Antioquia	San Francisco	Cabecera Municipal	Incursión	Guerrilla-FARC y ELN	12	1	11	Noche y Niebla # 10  Pp. 83																									
17	12	1998	Arauca	Tame	Caserío Santo Domingo	Combate y Bombardeo	Fuerza Aérea Colombiana	22	6	16	Noche y Niebla # 10  Pp. 89																									
31	12	1998	Santander	Bucaramanga	Cabecera Municipal	Ataque a Objetivo Militar	Guerrilla-EPL	2		2	Noche y Niebla # 10  Pp. 97																									
5	1	1999	César	Pueblo Bello	Cabecera Municipal	Incursión	Guerrilla-FARC	3	2	1	 Noche y Niebla # 11 Pp. 35																									
21	1	1999	Norte de Santander	Sardinata	IP Las Mercedes, sitio Pailitas	Combate	Ejército Nacional-EPL	4	2	2	 Noche y Niebla # 11 Pp. 51																									
5	2	1999	Norte de Santander	Arboledas	Vereda La Batea, IP Villa Sucre	Combate	Ejército Nacional-ELN	3	2	1	 Noche y Niebla # 11 Pp. 63																									
14	2	1999	Cauca	Totoro	Zona Rural	Combate	Ejército Nacional-FARC	4	3	1	 Noche y Niebla # 11 Pp. 69																									
15	2	1999	Antioquia	Pueblorrico	Vereda El Cedrón, sitio La Fonda	Combate	Ejército Nacional-ELN	2	1	1	 Noche y Niebla # 11 Pp. 71																									
5	3	1999	Bolívar	Tiquisio	Corregimiento Colorado, sitio Boca de Calo Guacamayo	Combate	Ejército Nacional-ELN	7	6	1	 Noche y Niebla # 11 Pp. 91																									
22	3	1999	Antioquia	Salgar	Sitio Cañón de las Brasas	Combate	 Grupos Paramilitares- FARC y ELN	3		3	 Noche y Niebla # 11 Pp. 104																									
31	3	1999	César	San Alberto	Sitio Vijagual	Combate	Ejército Nacional-FARC	2	1	1	 Noche y Niebla # 11 Pp. 110																									
2	4	1999	Antioquia	Urrao	Vereda La Venta	Combate	Policía Nacional-FARC	1		1	 Noche y Niebla # 12 Pp. 40																									
5	4	1999	Antioquia	San Francisco	Vereda Quibra	Combate	Ejército Nacional-FARC	3	2	1	 Noche y Niebla # 12 Pp. 44																									
11	4	1999	Antioquia	Vegachi	Cabecera Municipal	Incursión	Guerrilla-FARC	1	 	1	 Noche y Niebla # 12 Pp. 49	Esteban Arteaga Correa																								
13	4	1999	Nariño	Colón (Genova)	Cabecera Municipal	Incursión	Guerrilla-ELN	2	1	1	 Noche y Niebla # 12 Pp. 52																									
15	5	1999	Antioquia	Anorí		Ataque a Objetivo Militar	Guerrilla-ELN	1		1	 Noche y Niebla # 12 Pp. 78																									
17	5	1999	Bolívar	El Guamo	Zona Rural	Combate	Grupos Paramilitares-FARC	1		1	 Noche y Niebla # 12 Pp. 79																									
18	5	1999	Caldas	Samaná	Corregimiento Florencia	Incursión	Guerrilla-FARC	1		1	 Noche y Niebla # 12 Pp. 80																									
21	5	1999	Norte de Santander	Sardinata	IP La Victoria	Incursión	Guerrilla-ELN	1		1	 Noche y Niebla # 12 Pp. 85																									
9	6	1999	Boyacá	El Espino	Cabecera Municipal	Incursión	Guerrilla-FARC	9	8	1	 Noche y Niebla # 12 Pp. 103 - 104																									
25	6	1999	Valle del Cauca	Sevilla	Corregimiento San Antonio	Incursión	Guerrilla-FARC	2	1	1	 Noche y Niebla # 12 Pp. 118																									
25	6	1999	Bolívar	Montecristo	Corregimiento Regencia	Combate	Grupos Paramilitares-ERP	5	4	1	 Noche y Niebla # 12 Pp. 119																									
26	6	1999	Nariño	Samaniego	Sitio Bonete	Emboscada	Guerrilla-EPL	3	2	1	 Noche y Niebla # 12 Pp. 120																									
9	7	1999	Antioquia	San Carlos	Cabecera Municipal	Incursión	Guerrilla-FARC	1		1	 Noche y Niebla # 13 Pp. 50																									
10	7	1999	Meta 	Puerto Lleras	Vía Puerto Concordia - Puerto Lleras	Incursión	Ejército Nacional-FARC	42	37	5	 Noche y Niebla # 13 Pp. 52																									
30	7	1999	Antioquia	Nariño	Cabecera Municipal	Incursión	Guerrilla-FARC	18	10	8	 Noche y Niebla # 13 Pp. 71																									
8	8	1999	Norte de Santander	Cucutilla		Combate	Ejército Nacional-FARC	2	1	1	 Noche y Niebla # 13 Pp. 80																									
13	8	1999	Cauca	Timbio		Incursión	Guerrilla-FARC	1		1	 Noche y Niebla # 13 Pp. 86																									
13	8	1999	Tolima	Casabianca	Cabecera Municipal	Incursión	Guerrilla-FARC y ELN	1		1	 Noche y Niebla # 13 Pp. 86																									
27	8	1999	Nariño	Alban		Incursión	Fuerza Pública-Guerrilla No Identificada	4		4	 Noche y Niebla # 13 Pp. 97																									
31	8	1999	Tolima	Venadillo	Sitio Los Chorros	Combate	Policía Nacional-ELN	1		1	 Noche y Niebla # 13 Pp. 106																									
22	9	1999	Antioquia	San Carlos	Veredas Leona, Santa Rita, Santa Inés, Cocalito, Sardinas y Sardinítnas.	Combate	Ejército Nacional-Fuerza Aérea Colombiana-FARC	1		1	 Noche y Niebla # 13 Pp. 139																									
8	10	1999	Santander	Guaca		Combate	Ejército Nacional-FARC	2	1	1	 Noche y Niebla # 14 Pp. 66																									
11	10	1999	Valle del Cauca	Cali		Ataque a Objetivo Militar	Guerrilla-ELN	1		1	 Noche y Niebla # 14 Pp. 69																									
6	11	1999	Putumayo	San Miguel		Ataque a Objetivo Militar	Guerrilla-FARC	5		5	 Noche y Niebla # 14 Pp. 89																									
13	11	1999	Cauca	Almaguer	Cabecera Municipal	Incursión	Guerrilla-FARC y ELN	3	2	1	 Noche y Niebla # 14 Pp. 106																									
21	11	1999	Huila	Isnos		Ataque a Objetivo Militar	Guerrilla-FARC	2	1	1	 Noche y Niebla # 14 Pp. 116																									
3	12	1999	Huila	Gigante	Cabecera Municipal	Incursión	Guerrilla-FARC	2		2	 Noche y Niebla # 14 Pp. 132																									
3	12	1999	Huila	Algeciras	Sitio Tres Esquinas	Combate	Ejército Nacional-FARC	1		1	 Noche y Niebla # 14 Pp. 132																									
8	12	1999	Norte de Santander	El Carmen	Cabecera Municipal	Incursión	Guerrilla-FARC y ELN	3	2	1	 Noche y Niebla # 14 Pp. 136																									
8	12	1999	Risaralda	Quinchia		Combate	Ejército Nacional-EPL	1		1	 Noche y Niebla # 14 Pp. 136																									
9	12	1999	Caquetá	San José del Fragua	Cabecera Municipal	Incursión	Guerrilla-FARC	2	1	1	 Noche y Niebla # 14 Pp. 137																									
9	12	1999	Caquetá	Curillo	Cabecera Municipal	Incursión	 Policia Nacional- Fuerza Aérea Colombiana- FARC 	3	2	1	 Noche y Niebla # 14 Pp. 137																									
11	12	1999	Antioquia	San Luis	Cabecera Municipal	Incursión	Guerrilla-FARC	10	8	2	 Noche y Niebla # 14 Pp. 140																									
20	12	1999	La Guajira	Urumita	Zona Rural	Emboscada	Guerrilla-FARC	11	9	2	 Noche y Niebla # 14 Pp. 148																									
25	12	1999	Tolima	Santa Isabel	Cabecera Municipal	Incursión	Guerrilla-ELN y ERP	1		1	 Noche y Niebla # 14 Pp. 152																									
3	1	2000	César	La Gloria	Vereda La Morena	Combate	Ejército Nacional	1		1	 Noche y Niebla # 15. Enero.  Pp. 3																									
4	1	2000	Santander 	Barrancabermeja	Cabecera Municipal - Barrio El Progreso	Combate	 Ejército Nacional- FARC y ELN	1		1	 Noche y Niebla # 15. Enero.  Pp. 4																									
5	1	2000	Antioquia	Yolombó	Zona Rural - Sitio La Mantequilla	Combate	Ejército Nacional-ELN	3	2	1	 Noche y Niebla # 15. Enero.  Pp. 5																									
11	1	2000	Nariño	Ipiales		Ataque a Objetivo Militar	Guerrilla-FARC	2	1	1	 Noche y Niebla # 15. Enero.  Pp. 12																									
15	1	2000	Cundinamarca	Guayabetal		Combate	Guerrilla-FARC	44	35	9	 Noche y Niebla # 15. Enero.  Pp. 18																									
31	1	2000	Cauca	Suárez	Cabecera Municipal   	Incursión	Guerrilla-FARC	1		1	 Noche y Niebla # 15. Enero.  Pp. 38																									
5	2	2000	Cauca	Argelia	Cabecera Municipal	Incursión	Guerrilla-FARC	3		3	 Noche y Niebla # 15 Pp. 6																									
8	2	2000	Putumayo	San Francisco		Emboscada	Guerrilla-FARC	1		1	 Noche y Niebla # 15. Febrero. Pp. 10																									
12	2	2000	Bolívar	San Jacinto	Cabecera Municipal	Incursión	Guerrilla-FARC	2		2	 Noche y Niebla # 15. Febrero.  Pp. 19																									
12	2	2000	César	La Paz	Cabecera Municipal	Emboscada	Guerrilla-FARC	3	2	1	 Noche y Niebla # 15. Febrero. Pp. 18																									
27	2	2000	Bolívar	Montecristo	Corregimiento de Regencia	Combate	Grupos Paramilitares-Guerrilla No Identificada	1		1	 Noche y Niebla # 15. Febrero. Pp. 47																									
1	3	2000	Antioquia 	Carolina	Cabecera Municipal	Incursión	Guerrilla-FARC	2		2	 Noche y Niebla # 15 Pp. 140																									
3	3	2000	Santander	Barrancabermeja	Cabecera Municipal	Ataque a Objetivo Militar	Guerrilla-FARC	2		2	 Noche y Niebla # 15 Pp. 142																									
6	3	2000	César	Curumaní		Combate	Guerrilla-FARC	1		1	 Noche y Niebla # 15 Pp. 145																									
13	3	2000	Cundinamarca	Macheta	Caserio Corralillos	Combate	Ejército Nacional-FARC	2		2	 Noche y Niebla # 15 Pp. 159																									
17	3	2000	Risaralda	Pueblo Rico	Corregimiento Santa Cecilia	Incursión	Guerrilla-FARC	3	2	1	 Noche y Niebla # 15 Pp. 165																									
25	3	2000	Antioquia	Vigia del Fuerte	Cabecera Municipal	Incursión	Guerrilla-FARC	27	24	3	 Noche y Niebla # 15 Pp. 178																									
25	3	2000	Caldas	Pensilvania	Vereda El Alambrado	Combate	Ejército Nacional-FARC	2	1	1	 Noche y Niebla # 15 Pp. 176																									
1	4	2000	Tolima	Rioblanco	Cabecera Municipal	Incursión	Guerrilla-FARC	7	4	3	 Noche y Niebla # 16 Pp. 49																									
10	4	2000	Cauca	Cajibio	Sitio El Cairo	Ataque a Objetivo Militar	Guerrilla-ELN	1		1	 Noche y Niebla # 16 Pp. 66																									
5	5	2000	Cauca	Mercaderes		Ataque a Objetivo Militar	Ejército Nacional	8	7	1	 Noche y Niebla # 16 Pp. 104																									
13	5	2000	Bolívar	Simití 	Vereda La Humareda	Combate	Grupos Paramilitares-FARC y ELN	1		1	 Noche y Niebla # 16 Pp. 117																									
15	5	2000	Valle del Cauca	El Cairo		Emboscada	Guerrilla-FARC	3	1	2	 Noche y Niebla # 16 Pp. 120																									
18	5	2000	Antioquia	Granada		Incursión	Guerrilla-ELN	2		2	 Noche y Niebla # 16 Pp. 129																									
8	6	2000	Huila	La Plata	Vereda Candelaria	Combate	 Ejército Nacional-FARC	6	5	1	 Noche y Niebla # 16 Pp. 164																									
12	6	2000	Antioquia	Frontino	Corregimiento Nutibara	Combate	Grupos Paramilitares-FARC	14	13	1	 Noche y Niebla # 16 Pp. 170																									
16	6	2000	Sucre	San Onofre	Corregimiento Labarcé	Emboscada	Guerrilla-FARC	5	4	1	 Noche y Niebla # 16 Pp. 175																									
20	6	2000	Putumayo	Valle del Guamuez		Combate	Grupos Paramilitares-FARC	3		3	 Noche y Niebla # 16 Pp. 182																									
1	7	2000	Valle del Cauca	Cali	Cabecera Municipal	Ataque a Objetivo Militar	Guerrilla-FARC	2		2	 Noche y Niebla # 17 Pp. 46																									
12	7	2000	Huila	Colombia	Cabecera Municipal	Incursión	Guerrilla-FARC	4		4	 Noche y Niebla # 17 Pp. 68																									
14	7	2000	Tolima 	Roncesvalles		Incursión	Guerrilla-FARC	14	13	1	 Noche y Niebla # 17 Pp. 71																									
27	7	2000	Nariño	San Pablo	Cabecera Municipal	Incursión	Guerrilla-FARC	2	1	1	 Noche y Niebla # 17 Pp. 94																									
29	7	2000	Caldas	Pensilvania	Corregimiento Arboleta	Incursión	Guerrilla-FARC	15	13	2	 Noche y Niebla # 17 Pp. 99																									
1	8	2000	Bolívar	San Pablo	Zona Rural   	Combate	Grupos Paramilitares-ELN	1		1	 Noche y Niebla # 17 Pp. 108																									
5	8	2000	Chocó	El Carmen	Cabecera Municipal	Incursión	Guerrilla-FARC	11	9	2	 Noche y Niebla # 17 Pp. 118																									
27	8	2000	Norte de Santander	Tibú	Vereda Las Indias	Combate	Grupos Paramilitares-Guerrilla No Identificada	1		1	 Noche y Niebla # 17 Pp. 163																									
28	8	2000	Boyacá	La Uvita	Cabecera Municipal	Incursión	Guerrilla-FARC	1		1	 Noche y Niebla # 17 Pp. 163																									
29	8	2000	Cauca	Santander de Quilichao	Cabecera Municipal	Incursión	Guerrilla-FARC	3	1	2	 Noche y Niebla # 17 Pp. 164																									
29	8	2000	Norte de Santander	Labateca	Cabecera Municipal	Incursión	Guerrilla-FARC	5		5	 Noche y Niebla # 17 Pp. 166																									
10	9	2000	Chocó	Quibdo		Combate	Grupos Paramilitares-Guerrilla No Identificada	6	4	2	 Noche y Niebla # 17 Pp. 198																									
18	9	2000	Nariño	Pasto	Corregimiento El Encano	Incursión	Guerrilla-FARC	4	3	1	 Noche y Niebla # 17 Pp. 215																									
18	10	2000	Chocó	Bagado	Cabecera Municipal	Incursión	Guerrilla-FARC y ELN	6	5	1	 Noche y Niebla # 18 Pp. 92																									
29	10	2000	Antioquia 	San Francisco		Incursión	Guerrilla-ELN	5	4	1	 Noche y Niebla # 18 Pp. 109																									
5	11	2000	Valle del Cauca	Cali	Cabecera Municipal - Barrio Nueva Floresta	Ataque a Objetivo Militar	Guerrilla-ELN	1		1	 Noche y Niebla # 18 Pp. 127																									
8	11	2000	Valle del Cauca	Calima	Cabecera Municipal	Incursión	Guerrilla-FARC	1		1	 Noche y Niebla # 18 Pp. 132																									
13	11	2000	Caquetá	Cartagena del Chairá	Cabecera Municipal	Incursión	Guerrilla-FARC	1		1	 Noche y Niebla # 18 Pp. 141																									
14	11	2000	Valle del Cauca	Cali	Cabecera Municipal - Barrio El Vallado	Ataque a Objetivo Militar	Guerrilla-FARC	1		1	 Noche y Niebla # 18 Pp. 143																									
6	12	2000	Cauca	Sotará	Vereda Alto Moreno	Ataque a Objetivo Militar	Guerrilla-ELN	3	2	1	 Noche y Niebla # 18 Pp. 181																									
6--7	12	2000	Antioquia	Granada	Cabecera Municipal	Incursión	Guerrilla-FARC	28	5	23	El Tiempo																									
8	12	2000	Cauca	Popayán	Cabecera Municipal	Incursión	Guerrilla-FARC y ELN	1		1	 Noche y Niebla # 18 Pp. 185																									
10	12	2000	Huila	Villa Vieja	Cabecera Municipal	Incursión	Guerrilla-FARC	2	1	1	 Noche y Niebla # 18 Pp. 189																									
12	12	2000	Nariño	Alban	Cabecera Municipal	Incursión	Guerrilla-FARC	3	2	1	 Noche y Niebla # 18 Pp. 191																									
12	12	2000	Nariño	Buesaco	Cabecera Municipal	Incursión	Guerrilla-FARC	1		1	 Noche y Niebla # 18 Pp. 190																									
15	12	2000	Antioquia	Betulia	Cabecera Municipal	Incursión	Guerrilla-FARC	2	1	1	 Noche y Niebla # 18 Pp. 196																									
10	1	2001	Norte de Santander	Lourdes	Cabecera Municipal	Incursión	Guerrilla No Identificada	1		1	 Noche y Niebla # 19 Pp. 44																									
1	2	2001	Bolívar	Montecristo	Corregimiento de Villa Uribe	Combate	Grupos Paramilitares-Guerrilla No Identificada	5	4	1	 Noche y Niebla # 19 Pp. 85																									
11	2	2001	Huila	Palestina	Cabecera Municipal	Incursión	Guerrilla-FARC	3	1	2	 Noche y Niebla # 19 Pp. 105																									
20	2	2001	Antioquia	Ituango	Zona Rural	Combate	Grupos Paramilitares-FARC	32	30	2	 Noche y Niebla # 19 Pp. 123																									
23	2	2001	Cauca	Santander de Quilichao	Vereda El Toro	Combate	Grupos Paramilitares-Guerrilla No Identificada	2		2	 Noche y Niebla # 19 Pp. 130																									
24	2	2001	Cauca	Miranda		Combate	Ejército Nacional- Grupos Paramilitares- Guerrilla	2		2	 Noche y Niebla # 19 Pp. 132																									
4	3	2001	Bolívar	San Pablo	Sitio Alto Cañabraval	Combate	Ejército Nacional-ELN	3	2	1	 Noche y Niebla # 19 Pp. 152																									
4	3	2001	Norte de Santander	Ocaña	Cabecera Municipal - Barrio La Gloria	Combate	Grupos Paramilitares-ELN	1		1	 Noche y Niebla # 19 Pp. 151																									
4	3	2001	Antioquia	San Luis	Corregimiento El Prodigio	Combate	Grupos Paramilitares-FARC	5		5	 Noche y Niebla # 19 Pp. 152																									
10	3	2001	Valle del Cauca	Dagua	Zona Rural	Combate	Guerrilla-FARC	17	16	1	 Noche y Niebla # 19 Pp. 163																									
16	3	2001	Nariño	Olaya Herrera	Bocas de Satinga	Incursión	Guerrilla-FARC	3		3	 Noche y Niebla # 19 Pp. 174																									
26	3	2001	Valle del Cauca	Tulua	Cabecera Municipal	Ataque a Objetivo Militar	Guerrilla-FARC	4	3	1	 Noche y Niebla # 19 Pp. 196																									
1	4	2001	Córdoba	Montelíbano	Zona Rural	Combate	Grupos Paramilitares-FARC	18	11	7	 Noche y Niebla # 20 Pp. 39																									
4	4	2001	Tolima 	Ataco	Cabecera Municipal	Incursión	Guerrilla-FARC	2	1	1	 Noche y Niebla # 20 Pp. 44																									
5	4	2001	Bolívar	San Pablo	Corregimiento Vallecitos	Combate	Grupos Paramilitares-ELN	19	15	4	 Noche y Niebla # 20 Pp. 47																									
15	4	2001	Antioquia	Tarazá	Corregimiento La Caucana	Incursión	Grupos Paramilitares-FARC	20	1	19	 Noche y Niebla # 20 Pp. 62																									
24	4	2001	Antioquia	San Luis	Corregimiento El Prodigio	Combate	Grupos Paramilitares-FARC	5		5	 Noche y Niebla # 20 Pp. 78																									
22	5	2001	Nariño	Samaniego	Zona Rural	Combate	Ejército Nacional-ELN	10	9	1	 Noche y Niebla # 20 Pp. 140																									
8	6	2001	Antioquia	Segovia	IP Puerto Calavera	Combate	Ejército Nacional-ELN	2	1	1	 Noche y Niebla # 20 Pp. 180																									
12	6	2001	Antioquia	Cocorná	Zona Rural	Combate	Ejército Nacional-ELN	3		3	 Noche y Niebla # 20 Pp. 189																									
17	6	2001	Bolívar	Tiquisio		Combate	Ejército Nacional-ERP	1		1	 Noche y Niebla # 20 Pp. 196																									
17	6	2001	Bolívar	Santa Rosa del Sur	Corregimiento de Buenavista	Combate	Grupos Paramilitares-FARC	1		1	 Noche y Niebla # 20 Pp. 197																									
18	6	2001	Chocó	Unguía	Corregimiento Gilgal	Combate	Grupos Paramilitares-FARC	1		1	 Noche y Niebla # 20 Pp. 197																									
23	6	2001	Distrito Capital	Bogotá	Cabecera Municipal	Emboscada	Guerrilla-FARC	5		5	 Noche y Niebla # 20 Pp. 206																									
1	7	2001	Bolívar	San Pablo	Zona Rural	Combate	Grupos Paramilitares-FARC y ELN	53	50	3	 Noche y Niebla # 21 Pp. 25																									
1	7	2001	Bolívar	Simití 	Zona Rural	Combate	Grupos Paramilitares-FARC y ELN	52	50	2	 Noche y Niebla # 21 Pp. 24																									
9	7	2001	Cauca	Santander de Quilichao		Combate	Ejército Nacional-FARC	1		1	 Noche y Niebla # 21 Pp. 39																									
19	7	2001	Antioquia	Alejandría		Combate	Grupos Paramilitares-FARC	8	2	6	 Noche y Niebla # 21 Pp. 59																									
30	7	2001	Bolívar	San Jacinto	Corregimiento Bajo Grande	Combate	Grupos Paramilitares-FARC	5		5	 Noche y Niebla # 21 Pp. 81																									
31	7	2001	Antioquia	Alejandría	IP. San José	Combate	Grupos Paramilitares-FARC	18	17	1	 Noche y Niebla # 21 Pp. 81																									
9	8	2001	Tolima 	Ibagué		Ataque a Objetivo Militar	Guerrilla-FARC	8	7	1	 Noche y Niebla # 21 Pp. 104																									
11	8	2001	Tolima 	Anzoategui	Cabecera Municipal	Incursión	Guerrilla-FARC	3	2	1	 Noche y Niebla # 21 Pp. 108																									
16	8	2001	Chocó	El Carmen de Atrato	Caserío El Siete	Combate y Bombardeo	Ejército Nacional-FARC	8	4	4	Noche y Niebla # 21 Pp. 121																									
24	8	2001	Chocó	Lloró	Cabecera Municipal	Combate	Policía Nacional-Guerrilla	1		1	Banco de Datos de Derechos Humanos y Violencia Política del CINEP																									
25	8	2001	Huila	Santa María		Incursión	Guerrilla-FARC	1		1	 Noche y Niebla # 21 Pp. 137																									
30	8	2001	Antioquia	Ituango	Zona Rural	Combate y Bombardeo	Grupos Paramilitares-FARC	24	18	6	 Noche y Niebla # 21 Pp. 146																									
1	9	2001	Risaralda	Mistrato	Cabecera Municipal	Ataque a Objetivo Militar	Guerrilla-ELN	3		3	 Noche y Niebla # 21 Pp. 155																									
6	9	2001	Huila	Campoalegre	Zona Rural	Combate	Guerrilla-FARC	1		1	 Noche y Niebla # 21 Pp. 164																									
11	9	2001	Arauca	Tame		Incursión	Guerrilla-FARC	5	3	2	 Noche y Niebla # 21 Pp. 173																									
22	9	2001	Caquetá	Albania		Combate	Grupos Paramilitares-FARC	3		3	 Noche y Niebla # 21 Pp. 191																									
25	9	2001	Antioquia	Barbosa		Combate	Grupos Paramilitares-FARC	3		3	 Noche y Niebla # 21 Pp. 199																									
26	9	2001	Antioquia	Briceño	Zona Rural	Ataque a Objetivo Militar,  Combate y Bombardeo	Guerrilla-FARC	22	17	5	 Noche y Niebla # 21 Pp. 200																									
28	9	2001	Huila	Acevedo	Cabecera Municipal	Incursión	Guerrilla-FARC	3	2	1	 Noche y Niebla # 21 Pp. 204																									
8	10	2001	Nariño	Alban	Cabecera Municipal	Incursión	Guerrilla-FARC y ELN	4	2	2	 Noche y Niebla # 22 Pp. 8																									
24	10	2001	Sucre	Ovejas	Zona Rural	Combate	Guerrilla-ELN	2		2	 Noche y Niebla # 22 Pp. 33																									
8	11	2001	Bolívar	Santa Rosa del Sur	Vereda Pueblo Gato	Combate	Grupos Paramilitares-FARC y ELN	1		1	 Noche y Niebla # 22 Pp. 50																									
13	11	2001	Bolívar	Santa Rosa   	Zona Rural	Combate	Grupos Paramilitares-ELN	7		7	 Noche y Niebla # 22 Pp. 55																									
16	11	2001	Cauca	Bolívar	Cabecera Municipal	Incursión	Guerrilla-FARC	1		1	 Noche y Niebla # 22 Pp. 61																									
16	11	2001	Huila	Baraya	IP. Laureles	Combate	Guerrilla-FARC	6	5	1	 Noche y Niebla # 22 Pp. 60																									
25	11	2001	Bolívar	Zambrano		Combate	Grupos Paramilitares-FARC	1		1	 Noche y Niebla # 22 Pp. 71																									
1	12	2001	Chocó	Riosucio	Corregimiento Salaquí	Combate	Grupos Paramilitares-FARC	2		2	 Noche y Niebla # 22 Pp. 78																									
2	12	2001	Caldas	Riosucio	Corregimiento San Lorenzo	Incursión	Guerrilla-FARC	1		1	 Noche y Niebla # 22 Pp. 79																									
9	12	2001	Huila	Gigante		Emboscada	Policía Nacional-FARC	3	2	1	 Noche y Niebla # 22 Pp. 87																									
13	12	2001	Caldas	Samaná		Combate	Grupos Paramilitares-FARC	5	3	2	 Noche y Niebla # 22 Pp. 90																									
15	12	2001	Antioquia	Tarazá		Combate	Grupos Paramilitares-FARC	25	19	6	 Noche y Niebla # 22 Pp. 93																									
17	12	2001	Caquetá	Florencia	Cabecera Municipal	Emboscada	Guerrilla-FARC	3		3	 Noche y Niebla # 22 Pp. 94																									
25	12	2001	Antioquia	Dabeiba	Cabecera Municipal	Incursión	Grupos Paramilitares	2	1	1	 Noche y Niebla # 22 Pp. 100																									
25	12	2001	Norte de Santander	El Tarra	Sitio Puerto Remolinos	Combate	Grupos Paramilitares-FARC y ELN	2		2	 Noche y Niebla # 22 Pp. 100																									
6	1	2002	Antioquia	Carmen de Viboral		Combate	Grupos Paramilitares-Guerrilla No Identificada	1		1	 Noche y Niebla # 23 Pp. 5																									
13	1	2002	Nariño	Alban	Cabecera Municipal	Incursión	Guerrilla-FARC y ELN	10	9	1	 Noche y Niebla # 23 Pp. 12																									
15	1	2002	Santander	Charta	Sitio El Roble	Combate	Ejército Nacional-ELN	1		1	 Noche y Niebla # 23 Pp. 15																									
16	1	2002	Chocó 	Tadó	Corregimiento El Tapón	Combate y Bombardeo	Ejército Nacional- Fuerza Aérea Colombiana- Guerrilla No Identificada	6	4	2	 Noche y Niebla # 23 Pp. 16																									
20	1	2002	Cesar	Valledupar	Corregimiento Aguas Blancas	Incursión	Guerrilla-FARC	2	1	1	 Noche y Niebla # 23 Pp. 25																									
21	1	2002	Cundinamarca	Quipile		Incursión	Guerrilla-FARC	2	1	1	 Noche y Niebla # 23 Pp. 30																									
24	1	2002	Cauca	Corinto		Combate	Grupos Paramilitares-FARC	2		2	 Noche y Niebla # 23 Pp. 32																									
25	1	2002	Caldas	Samaná	Cabecera Municipal	Incursión	Guerrilla-FARC	1		1	 Noche y Niebla # 23 Pp. 32																									
29	1	2002	Cauca	El Tambo	IP Seguengue	Combate	Grupos Paramilitares-FARC y ELN	2		2	 Noche y Niebla # 23 Pp. 43																									
2	2	2002	Arauca	Tame	Cabecera Municipal	Incursión	Guerrilla-FARC	2	1	1	 Noche y Niebla # 23 Pp. 47																									
20	2	2002	Valle del Cauca	Dagua	Vereda El Placer, IP El Queremal	Combate	Grupos Paramilitares-FARC	28	25	3	 Noche y Niebla # 23 Pp. 71																									
21	2	2002	Meta	La Macarena	Vereda San Juan de Losada	Bombardeo	Fuerza Aérea Colombiana	4		4	Noche y Niebla # 23 Pp. 72																									
24	2	2002	Valle del Cauca	Jamundí	Vereda Vellavisa, IP San Antonio	Combate	Grupos Paramilitares-FARC y ELN	9	8	1	 Noche y Niebla # 23 Pp. 77																									
25	2	2002	Boyacá	Aquitania		Incursión	Guerrilla-FARC	2	1	1	 Noche y Niebla # 23 Pp. 78																									
28	2	2002	Nariño	Funes	Cabecera Municipal	Incursión	Guerrilla-FARC	2		2	 Noche y Niebla # 23 Pp. 83																									
4	3	2002	Antioquia	Medellín	Barrio Belencito Corazón y La Independecia	Combate	Grupos Paramilitares-Guerrilla No Identificada	2		2	 Noche y Niebla # 23 Pp. 88																									
5	3	2002	Valle del Cauca	Buenaventura	IP Cisnero	Combate	Guerrilla-FARC	1		1	 Noche y Niebla # 23 Pp. 88																									
18	3	2002	Nariño	Policarpa		Incursión	Guerrilla-FARC	1		1	 Noche y Niebla # 23 Pp. 110																									
19	3	2002	Antioquia	La Unión	Zona Rural	Combate	Grupos Paramilitares-FARC	10		10	 Noche y Niebla # 23 Pp. 113																									
